dateTime,zone1_Tibet-Lhasa,zone2_Chengdu,zone3_Peking,zone4_Wuhan,zone5_Shenzhen
2008051804,0,0,0,0,0
2008051805,0,0,0,0.122880592942238,0
2008051806,0,0,0,0,0
2008051807,0,0,0,0,0
2008051808,0,0,0,0,0
2008051809,0,0,0,0,0
2008051810,0,0,0,0,0
2008051811,0,0.469226211309433,0,0,0
2008051812,0,0,0,0,0
2008051813,0,0,0,0,0
2008051814,0,0,0,0,0
2008051815,0,0,0,0,0
2008051816,0,0,0,0,0
2008051817,0,0,0,0,0
2008051818,0,0,0,0,0
2008051819,0,0,0,0,0
2008051820,0,0,0,0,0
2008051821,0,0,0,0,0
2008051822,0,0,0,0,0
2008051823,0,0,0,0,0
2008051900,0,0,0,0,0
2008051901,0,0,0,0,0.074409656226635
2008051902,0,0,0,0,0.113064020872116
2008051903,0,0,0,0,0.0530996508896351
2008051904,0.172222644090652,0,0,0,0
2008051905,0,0,0,0,0.0345480106770992
2008051906,0,0,0,0,0
2008051907,0,0,0,0,0.110553629696369
2008051908,0,0,0,0,0.550000011920929
2008051909,0,0,0,0,0.849999964237213
2008051910,0,0,0,0,0.147764176130295
2008051911,0,0.522429287433624,0,0,0.359831541776657
2008051912,0,0,0,0,0.197021082043648
2008051913,0,0,0,0,0
2008051914,0,0,0,0,0
2008051915,0,0,0,0,0.362999141216278
2008051916,0,0,0,0,0.0966881811618805
2008051917,0,0,0,0,0.446408122777939
2008051918,0,0,0,0,0.0830582529306412
2008051919,0,0,0,0,0.197293773293495
2008051920,0,0,0,0,0.100424498319626
2008051921,0,0,0,0,0
2008051922,0,0,0,0,0
2008051923,0,0,0,0,0.0645224377512932
2008052000,0,0,0,0,0.156255975365639
2008052001,0,0,0,0,0
2008052002,0,0.797986149787903,0,0,0
2008052003,0,0,0.0386147983372211,0,0
2008052004,0,0,0,0,0.406883656978607
2008052005,0,0,0,0,0
2008052006,0,0,0,0,0
2008052007,0,0,0,0,0
2008052008,0,0,0,0,0.0447621680796146
2008052009,0,0,0,0,2.92640137672424
2008052010,0,0,0,0,3.34189510345459
2008052011,0,0,0,0,2.23478531837463
2008052012,0,0,0,0,2.70654964447021
2008052013,0,0,0,0,2.24756789207458
2008052014,0,0,0,0,1.35070776939392
2008052015,1.81287455558777,0,0,0,0.109589323401451
2008052016,1.52926254272461,0,0,0,0.154668167233467
2008052017,0.247927889227867,0,0,0,0.0411165505647659
2008052018,5.72653961181641,0.201866075396538,0,0,0.130291402339935
2008052019,4.98268699645996,0.595914125442505,0,0,0.218152344226837
2008052020,1.78402757644653,0.271012157201767,0,0,0.284589856863022
2008052021,2.00463724136353,1.4670524597168,0,0,0.0457417890429497
2008052022,1.24572288990021,0.8045893907547,0,0,0
2008052023,0.604746997356415,0.371488571166992,0,0,0
2008052100,0.467014819383621,0.322187125682831,0,0,0
2008052101,0.181309461593628,0.568703830242157,0,0,0
2008052102,0.44118657708168,0.333279699087143,0,0,0
2008052103,0.181309461593628,0.262047082185745,0,0,0
2008052104,0,0.145837619900703,0,0,0
2008052105,0,0.145091488957405,0,0,0
2008052106,0,0.143684282898903,0,0,0
2008052107,0,0,0,0,0.0306185558438301
2008052108,0,0.108425214886665,0,0,0
2008052109,0,0,0,0,0
2008052110,0,0,0,0,0
2008052111,0,0,0,0,0
2008052112,0,0,0,0,0
2008052113,0,0,0,0,0
2008052114,0.14315827190876,0,0,0,0
2008052115,0.471240878105164,0,0,0,0
2008052116,0.548418879508972,0,0,0,0
2008052117,0.670714557170868,0,0,0,0
2008052118,1.23351907730103,0,0,0,0
2008052119,3.83450818061829,0,0,0,0
2008052120,1.71386969089508,0,0,0,0
2008052121,0.422516882419586,0,0,0,0
2008052122,0.0954633802175522,0,0,0,0
2008052123,0,0.485122501850128,0,0,0
2008052200,0.19370111823082,0,0,0,0
2008052201,0,0,0,0,0
2008052202,0,0,0,0,0
2008052203,0,0,0,0,0.0684233009815216
2008052204,0,0,0,0,0
2008052205,0,0,0,0,0
2008052206,0,0,0,0,0
2008052207,0,0,0,0,0
2008052208,0,0,0,0,0
2008052209,1.62192416191101,0,0,0,0
2008052210,0.362585812807083,0,0,0,0
2008052211,0.212926030158997,0,0,0,0
2008052212,0.150787323713303,0,0,0,0
2008052213,0.0201384611427784,0,0,0,0
2008052214,0.133965209126472,0,0,0,0
2008052215,0,0,0,0,0
2008052216,0,0,0,0,0
2008052217,0,0,0,0,0.104788303375244
2008052218,0,0,0,0,0
2008052219,0,0,0,0,0
2008052220,0,0,0,0,0
2008052221,0,0,0,0,0.287525534629822
2008052222,0,0,0,0,0
2008052223,0,0,0,0,0
2008052300,0,0,0,0,0
2008052301,0,0,0,0,0
2008052302,0,0,0,0,0
2008052303,0,0,0,0,0
2008052304,0,0,0,0,0
2008052305,0,0,0,0,0
2008052306,0,0,0,7.2264289855957,0
2008052307,0,0,0,0.673323035240173,0
2008052308,0,0,0,0.156887009739876,0
2008052309,0,0,0,0,0
2008052310,0,0,0,0,0
2008052311,0.440406948328018,0,0,0,0
2008052312,0,0,0,0,0
2008052313,0,0,0,0,0
2008052314,0,0,0,0,0
2008052315,0,0,0,0,0
2008052316,0,0,0,0,0
2008052317,0,0,0,0,0
2008052318,0,0,0,0,0.205635830760002
2008052319,0,0,0,0,0.125513687729836
2008052320,0,0,0,0,0.0218090135604143
2008052321,0,0,0,0,0.438783288002014
2008052322,0,0,0,0,0.125536322593689
2008052323,0,0,0,0,0
2008052400,0,0,0,0,0
2008052401,0,0,0,0,0
2008052402,0,0,0,0,0.0317971706390381
2008052403,0,0,0,0,0
2008052404,0,0,0,0,0.208047732710838
2008052405,0,0,0,0,0.027092233300209
2008052406,0,0,0,0,0.0894109606742859
2008052407,0,0,0,0,0
2008052408,0,0,0,0,0
2008052409,0,0,0,0,0
2008052410,0,0,0,0,0.0288977771997452
2008052411,0,0,0,0,0
2008052412,0,0,0,0,0
2008052413,0,0,0,0,0
2008052414,0,0,0,0,0
2008052415,0,0,0,0,0
2008052416,0,0,0,0,0
2008052417,0,0,0,0,0
2008052418,0,0,0,0,0
2008052419,0,0,0,0,0
2008052420,0,0,0,0,0
2008052421,0,0,0,0,0
2008052422,0,0,0,0,0
2008052423,0,0,0,0,0.597470700740814
2008052500,0,0,0,0,0.0484968423843384
2008052501,0,0,0,0,0
2008052502,0,0,0,0,0.0282278470695019
2008052503,0,0,0,0,0.772756695747375
2008052504,0,0,0,0,2.14530420303345
2008052505,0,0,0,0,0.679665505886078
2008052506,0,0,0,0,0
2008052507,0,0,0,0,0
2008052508,0,0,0,0,0
2008052509,0,0,0,0,0
2008052510,0,0,0,0,0
2008052511,0,0,0,0,0
2008052512,0,0,0,0,0
2008052513,0,0,0,0,0
2008052514,0,0,0,0,0
2008052515,0,0,0,0,0
2008052516,0,0,0,0,0
2008052517,0,0,0,0,0
2008052518,0,0,0,0,0.118939705193043
2008052519,0,0,0,0,0.116362892091274
2008052520,0,0,0,0,0.0902430340647697
2008052521,0,0,0,0,0
2008052522,0,0,0,0,0
2008052523,0,0,0,0,0
2008052600,0,0,0,0,0
2008052601,0,0,0,0,0
2008052602,0,0,0,0,0.650813698768616
2008052603,0,0,0,0,0.0408644191920757
2008052604,0,0,0,0,0.168084800243378
2008052605,0,0,0,0,0.132124647498131
2008052606,0,0,0,0,0.117102108895779
2008052607,0,0,0,0,1.20096719264984
2008052608,0,0,0,0,0.574404239654541
2008052609,0,0,0,0,0
2008052610,0,0,0,0,0
2008052611,0,0,0,0,0.0206918492913246
2008052612,0,0,0,0,0
2008052613,0,0,0,0,0
2008052614,0,0,0,0,0
2008052615,0,0,0,0,0
2008052616,0,0,0,0.24533312022686,0
2008052617,0,0,0,0,0
2008052618,0,0,0,0,0
2008052619,0,0,0,0,0.0352469086647034
2008052620,0,0,0,0,0
2008052621,0,0,0,0,0
2008052622,0,0,0,0,0
2008052623,0,0,0,0,0
2008052700,0,0,0,0,0
2008052701,0,0,0,0.456080824136734,0
2008052702,0,0,0,0.433973044157028,0
2008052703,0,0,0,0,0
2008052704,0,0,0,0,0
2008052705,0,0,0,0,0
2008052706,0,0,0.0501413904130459,0,0
2008052707,0,0,0,0.345022588968277,0
2008052708,0,0,0,6.47025585174561,0
2008052709,0,0.201807662844658,0,0,0
2008052710,0,0,0,0,0
2008052711,0,0,0,0,0
2008052712,0,0,0,0.498412728309631,0
2008052713,0,0,0,0.947458446025848,0
2008052714,0,0,0,10.3603553771973,0
2008052715,0,0,0,14.9615774154663,0
2008052716,0,0,0,0.339318811893463,0
2008052717,0,0,0,0.280155807733536,0
2008052718,0,0,0,3.45353269577026,0
2008052719,0,0,0,1.26816534996033,0
2008052720,0,0,0,0.775672852993011,0
2008052721,0,0,0,0,0
2008052722,0,0,0,0,0
2008052723,0,0,0,0,0
2008052800,0,0,0,0,0.0261827353388071
2008052801,0,0,0,0,0
2008052802,0,0,0,0,0
2008052803,0,0,0,0,0.236177340149879
2008052804,0,0,0,0,7.64291477203369
2008052805,0,0,0,0,1.85270535945892
2008052806,0,0,0,0,0
2008052807,0,0,0,0,0
2008052808,0,0,0,0,0
2008052809,0,0,0,0,0
2008052810,0,0,0,0,0
2008052811,0,0,0,0,0
2008052812,0,0,0,0,0
2008052813,0,0,0,0,0
2008052814,0,0,0,0,0
2008052815,0,0,0,0,0
2008052816,0,0,0,0,0
2008052817,0,0,0,0,0
2008052818,0,0,0,0,0
2008052819,0,0,0,0,0
2008052820,0,0,0,0,0
2008052821,0,0,0,0,0
2008052822,0,0,0,0,0
2008052823,0,0,0,0,0
2008052900,0,0,0,0,0
2008052901,0,0,0,0,0.490283191204071
2008052902,0,0,0,0,1.73741269111633
2008052903,0,0,0,0,4.07751512527466
2008052904,0,0.151812627911568,0,0,3.50178360939026
2008052905,0,0,0,0,3.24380803108215
2008052906,0,0,0,0,0.247685149312019
2008052907,0,0,0,0,0
2008052908,0,0,0,0,0
2008052909,0,0,0,0,0
2008052910,0,0,0,0,0
2008052911,0,0,0,0,0
2008052912,0,0,0,0,0
2008052913,0,0,0,0,0
2008052914,0,0,0,0,0
2008052915,0,0,0,0,0
2008052916,0,0,0,0,0
2008052917,0,0,0,0,0
2008052918,0,0,0,0,0
2008052919,0,0,0,0,0
2008052920,0,0,0,0,0.371049761772156
2008052921,0,0,0,0,1.37829041481018
2008052922,0,0,0,0,0.0586927682161331
2008052923,0,0,0,0,0
2008053000,0,0,0,0,0
2008053001,0,0,0,0,0
2008053002,0,0,0,0,11.33056640625
2008053003,0,0,0,0,16.2726974487305
2008053004,0,0,0,0,0
2008053005,0,0,0,0,1.78329467773438
2008053006,0,0,0,0,0
2008053007,0,0,0,0,0.112701714038849
2008053008,0,0,0,0,0.588192105293274
2008053009,0,0,0,0,2.15512561798096
2008053010,0,0,0,0,1.16349411010742
2008053011,0,0,0,0,0.551724493503571
2008053012,0,0,0,0,0.0979516506195068
2008053013,0,0,0,0,0
2008053014,0,0,0,0,0
2008053015,0,0,0,0,0
2008053016,0,0,0,0,0
2008053017,0,0,0,0,0.599900841712952
2008053018,0,0,0,0,0.510570287704468
2008053019,0,0,0,0,0.119306772947311
2008053020,0,0,0,0,0
2008053021,0,0,0,0,0
2008053022,0,0,0,0,0
2008053023,0,0,0,0,0
2008053100,0,0,0,0,0
2008053101,0,0,0,0,0
2008053102,0,0,0,0,0
2008053103,0,0,0,0,0.0339201875030994
2008053104,0,0,0,0,0.190973907709122
2008053105,0,0,0,0,1.90177047252655
2008053106,0,0,0,0,1.31843745708466
2008053107,0,0,0,0,0.325176328420639
2008053108,0,0,0,0,0
2008053109,0,0,0,0,0
2008053110,0,0,0,0,0.264808475971222
2008053111,0,0,0,0,0
2008053112,0,0,0,0,0
2008053113,0,0,0,0,0
2008053114,0,0,0,0,0
2008053115,0,0,0.0370261408388615,0,0
2008053116,0,0,0.232700869441032,0,0
2008053117,0,0,0,0,0
2008053118,0,0,0,0,0
2008053119,0,0,0,0,0
2008053120,0,0,0,0,0.214707031846046
